ID,bug type,species,pixel_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std,shape_sym_h,shape_sym_v,color_sym_h,color_sym_v,aspect_ratio,extent,eccentricity,solidity,compactness,hsv_h_mean,hsv_h_std,hsv_s_mean,hsv_s_std,hsv_v_mean,hsv_v_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,bg_r_mean,bg_g_mean,bg_b_mean
46,Bee,Megachile centuncularis,0.020934458333333333,5.0,254.0,98.75756279021628,98.0,45.117643621201594,0.0,243.0,84.4227360392654,84.0,42.304921087141174,0.0,240.0,68.46565371685837,60.0,44.17264697663355,0.5292429109543204,0.794099791583013,0.7982160989343952,0.8262251449589696,0.9551282051282052,0.6004261553758198,0.35454843659396496,0.7571746125038618,7.020672752822097,0.20251123695411724,0.25602527966621835,0.3734693771120482,0.21000331348618043,0.39656015582714443,0.18046323991602156,1.7930993822954777,0.8396214746736705,0.40620288387439785,0.9787957222603095,103.71829890687009,129.3567073927167,62.275772055267154
47,Bee,Megachile centuncularis,0.012116,3.0,255.0,94.8560615439639,87.0,59.2032173530169,0.0,243.0,82.95328491251237,78.0,52.42886652778703,0.0,255.0,109.70072975129305,97.0,66.94513998531022,0.5372870057909428,0.6923717868599759,0.7713351190578301,0.780985020300204,1.007936507936508,0.5047702370537016,0.44501999769958467,0.7580791490692945,7.272839976941302,0.6622737428022311,0.23118471358762263,0.3362068736395523,0.1396705253002672,0.45646529355662147,0.26318696276683223,2.304323335479416,0.847384207836851,0.4989904694444051,0.9771750948506289,95.32493208548102,118.15370575728865,86.33750879826647
48,Bee,Megachile centuncularis,0.009546375,6.0,255.0,109.06907072056147,111.0,62.734384713556814,4.0,237.0,89.05065186174508,87.0,54.26605774131882,4.0,255.0,110.66165603872325,101.0,66.25219429495662,0.65473118869858,0.7762818401405358,0.7754653789003036,0.7978257520741181,0.696969696969697,0.5240653820816864,0.7640184753242639,0.781113202143763,6.721682885888461,0.6612436802678756,0.2946335674711367,0.32454551913088975,0.129943400588962,0.48534040442240894,0.2747786431529488,2.308779106508406,0.8418243338489397,0.4777614628754022,0.9801030760911187,100.18082295372487,124.31992912170253,90.95304117174929
49,Butterfly,Pieris rapae,0.01780525,32.0,255.0,181.8387928654002,189.0,38.703906248703746,13.0,255.0,184.90481505922878,192.0,37.777416581588085,17.0,255.0,159.38660413829254,155.0,44.11301274246322,0.7258812785388128,0.5444566210045663,0.7532867639597696,0.6446012475005223,0.8561643835616438,0.6504200913242009,0.6721608950596124,0.9440685043179724,4.5210718905905525,0.23013929230720184,0.14793746137643124,0.16515033579464702,0.11882032681421688,0.731577783339037,0.14490860643678405,1.3886122646747094,0.8511805811845514,0.372271142179919,0.994564833610942,97.69159349507824,104.75481381535248,65.06738442147038
50,Bee,Megachile centuncularis,0.019849666666666668,10.0,255.0,122.11934079497557,121.0,54.72505966446478,3.0,250.0,95.00895061210096,88.0,53.2810219704009,4.0,255.0,104.8642693412148,102.0,56.377137309319586,0.6919741493592576,0.6556423994697305,0.8000316075023322,0.807111367617455,0.8493150684931506,0.4111591361025188,0.6189089148674823,0.705828666251815,7.700375973843271,0.5301537295784117,0.38975555087980457,0.31231741022926535,0.17058783922118487,0.49089381491399897,0.21431836493240955,0.8732851544233013,0.9017215892805055,0.5893917622650602,0.9918996505350796,106.02757561680164,118.19523714219349,94.96214721823284
51,Bee,Megachile centuncularis,0.021936333333333332,5.0,247.0,129.27123189837258,135.0,52.80982537117949,2.0,249.0,108.55964799647465,108.0,50.4801564873632,2.0,255.0,131.83439005303225,134.0,58.27132578922651,0.8801373869189976,0.6714411978787564,0.8771093417090242,0.7499525707132182,1.38135593220339,0.42768664864302797,0.6539299158006335,0.7242861309369858,6.572331473168873,0.639602748428578,0.2950208153582244,0.2757158394193466,0.1262139706179593,0.5562334283498382,0.21535547735695687,1.429354439012931,0.8700284633495784,0.5728057571135644,0.9888563749112057,87.75857289113081,104.99937116397672,87.67882279987909
52,Bee,Megachile centuncularis,0.020392,7.0,245.0,109.41158093043023,110.0,47.05277146224945,0.0,240.0,97.11768095331503,98.0,47.877396553919894,5.0,255.0,105.92239808094678,102.0,51.53114777506818,0.64022358895509,0.8113067781408162,0.7892216479348055,0.8314111872779949,0.937984496124031,0.48990966749951953,0.538319116968771,0.7353591691508798,6.17249584460528,0.5381637155810863,0.3360503438619271,0.24124347336578353,0.14269133901732495,0.46313626290715054,0.19435470237443245,1.224529183905502,0.8795627890303158,0.5123958647600425,0.988543255134068,79.27325675168026,94.93870128833846,79.13286015936987
53,Bee,Megachile centuncularis,0.0164825,19.0,255.0,124.50333687244047,118.0,48.61195393429477,0.0,234.0,105.1219146569594,102.0,46.843687318184905,0.0,241.0,105.59152131048081,98.0,46.9378802542974,0.5711872166027205,0.793523282176491,0.7376998848458114,0.8160744425807761,0.7704918032786885,0.5389725758632717,0.660757715463836,0.7726171875,5.7227659537457685,0.43394753117671164,0.38630185517553134,0.24705620325969466,0.14932686701389156,0.5011866517171609,0.1886116574200891,0.9967778630978326,0.8644720549175784,0.46458622241638114,0.9918737974662528,107.53214652171076,117.32351741750063,98.29254864131379
54,Bee,Megachile centuncularis,0.01179075,7.0,233.0,111.74229445398582,104.0,55.12774625830003,0.0,240.0,99.25885404519079,91.0,55.87642684537601,0.0,238.0,84.50472121507678,70.0,53.71225924058259,0.6452333927964662,0.45310376316683654,0.8139576171107247,0.7945757519226968,1.0092592592592593,0.37559728593272174,0.8019346016584192,0.6229428080834765,7.750817187685874,0.20017733969668755,0.24239223802628004,0.30424342935115484,0.17546810039632377,0.4442903688625971,0.216817073245947,0.8914174041103599,0.9138486941747783,0.6261786021061259,0.9914856606151399,123.04295404372438,119.78661962703411,116.9940530476381
55,Bee,Megachile centuncularis,0.013451333333333333,4.0,220.0,71.98713572384398,67.0,40.43319748743786,0.0,191.0,47.8384206026664,38.0,38.236472676751994,0.0,170.0,33.596046860286464,22.0,31.981137877922347,0.744387448489011,0.6530466603708791,0.900628670438528,0.9047868992348542,0.9285714285714286,0.4330571771978022,0.576395171218791,0.6706608720220041,7.440363553385671,0.09543077495873348,0.1659232197281374,0.5795221703130673,0.2517259789876245,0.2827780029095447,0.15863492599003112,0.5295829769210662,0.9405752944135148,0.5871410795997702,0.9855631061868557,115.8465356583186,104.98686413848142,92.12111030339439
56,Bee,Anthidium manicatum,0.008527833333333333,0.0,255.0,92.56398655383353,80.0,54.084789513689884,0.0,255.0,76.86825004397366,67.0,50.869589832730206,0.0,255.0,59.92800535501397,47.0,43.95204703623981,0.5589919816723941,0.569766609392898,0.8102513845839978,0.8203393236828904,1.3472222222222223,0.4578948310423826,0.7310072156924179,0.6960738967187244,6.14118755907119,0.14690324039621477,0.20359326459955654,0.39944119386336824,0.19199421618184562,0.3658457867873633,0.21341356548982876,1.8955799394809818,0.8542219698723689,0.544364633038972,0.9763875553275556,103.0497111786463,99.72586942682707,95.16388386596161
57,Bee,Anthidium manicatum,0.007866333333333333,0.0,255.0,94.59866943514555,83.0,54.865296021999995,0.0,255.0,79.68209987711344,69.0,52.274438091403375,0.0,255.0,62.7660229247002,49.0,45.381476481225995,0.5496600115740741,0.5894820601851851,0.8121081930071411,0.826592534438544,1.3333333333333333,0.42677589699074076,0.7839642855280197,0.6526903876204831,6.426969282757772,0.15036681219304118,0.2094764905968837,0.38210659859450674,0.18682056785646017,0.37418297884008045,0.21621717381173772,2.2119796400352163,0.8524624047511439,0.5737188506871789,0.9730323895649433,107.87052664442729,105.75355702239047,101.17967391658584
58,Bee,Anthidium manicatum,0.010403666666666667,3.0,255.0,74.82899058024414,68.0,49.49482960366363,1.0,255.0,60.470647367915156,54.0,43.82817835824979,0.0,255.0,52.163584153022974,39.0,43.68155280016681,0.5446330777656079,0.6134233905318243,0.8344314721750937,0.8409060534075299,1.1927710843373494,0.4747931118413046,0.3704802288873386,0.7213664151248657,7.016735507881041,0.24654961921492213,0.3403654772775881,0.3680159134490944,0.1530777181157101,0.2968499039742776,0.1948323436594265,0.979430633135443,0.8868818555909662,0.5408816469528123,0.9827445514215764,106.54181822958789,118.45085769820624,76.10207802743813
59,Bee,Anthidium manicatum,0.0114715,3.0,255.0,84.08103052492409,74.0,57.53649900857651,0.0,255.0,68.27615903180346,60.0,51.72401742729813,0.0,255.0,62.412184544305454,43.0,54.71555184392143,0.5544350961538462,0.6222235576923076,0.831751182283811,0.8489161521178985,1.04,0.41363581730769233,0.41454440708720997,0.6297140034034144,7.693625306786076,0.3075998903261974,0.35998915573709667,0.3596653778038668,0.1679009403908618,0.336317027791808,0.22893755837591634,0.9471347931218586,0.8978127613565259,0.5929865782934512,0.9864687288321294,108.81721805019616,119.38282107361262,77.52387087642558
60,Bee,Anthidium manicatum (+Apis mellifera),0.007962833333333334,6.0,255.0,107.65981015970027,104.0,54.98347255504895,6.0,255.0,85.07540239027146,78.0,51.046974759948824,0.0,253.0,68.86866065261528,57.0,46.32088782393357,0.6483058191429438,0.6864140560682872,0.8178639113111628,0.8161581334586205,1.0680272108843538,0.5175375882837211,0.555147867238129,0.6793067167150089,7.452494476208171,0.18180161441548895,0.2918879053301716,0.4049992203029015,0.18025123542389307,0.4228907009566914,0.2161002474553833,1.9009576237359798,0.8723190413513043,0.48386303871766045,0.9806491568381586,95.5405806788489,92.50254064741863,86.34069628271656
61,Bee,Anthidium manicatum,0.016996833333333333,4.0,211.0,75.80735872368382,70.0,49.46912379847123,3.0,194.0,52.75648895382473,47.0,34.12184690262635,3.0,240.0,69.63692501544405,58.0,46.40191076107548,0.467903931759039,0.5872957878803695,0.8373850429222962,0.8497687273667232,0.84472049689441,0.38020549834840767,0.7452148693297906,0.5768319239797506,8.152888794432581,0.707572237423619,0.2917742045121308,0.35839602282122557,0.12122151004642479,0.31552049968554313,0.19511599799041823,0.5157812806321497,0.9499139610390034,0.6261882638055505,0.986748659472334,104.95076274762764,98.99349692667995,72.24608898343664
62,Bee,Anthidium manicatum,0.0200545,3.0,193.0,59.28070590972932,49.0,40.590815910015216,0.0,182.0,40.553022181222836,33.0,31.241507056841737,0.0,208.0,49.025655089880075,42.0,32.401534655428584,0.6611892583120205,0.705492327365729,0.8997312989987128,0.8989754316901526,0.6764705882352942,0.38467710997442456,0.6156882394807457,0.6312500983647839,8.784864413537486,0.5849401240493551,0.3645672490051964,0.3845110539802624,0.1780879073493811,0.2478058483443075,0.15721492186212405,0.3254815446271222,0.9457798517333935,0.6244589892769147,0.9869189263076812,128.58550658344436,131.51629805773212,91.32656811866919
63,Bee,Anthidium manicatum,0.013184833333333333,0.0,255.0,73.01862935949133,46.0,65.26535398711351,0.0,255.0,57.99149907090217,33.0,58.80093287654947,0.0,255.0,59.97627956364004,41.0,54.732822998802185,0.4204442771084337,0.4746611445783132,0.810252665072053,0.797851754239179,1.4457831325301205,0.49641691767068274,0.9156622497246605,0.8070946876562229,5.840516321287334,0.5786732155066115,0.3851631431600188,0.34243540540776923,0.16408885465433865,0.29566963824299014,0.25373428530911407,1.9124823952116798,0.8661363788885619,0.5301198605261984,0.9762064421298282,117.3341965761572,116.65985410810636,81.26127397886567
64,Bee,Anthidium manicatum,0.02632075,1.0,187.0,67.26451722183701,69.0,44.367932286971865,0.0,185.0,50.053223217423515,41.0,35.280561005058956,0.0,196.0,55.19848091967997,49.0,35.77283064207766,0.7558051403854323,0.7525923994902097,0.8961311842931279,0.8929729064735744,1.3795620437956204,0.38119496582087825,0.6283246294266233,0.6194915387210406,7.944496839233579,0.5077703643908901,0.3721763228635087,0.36550661160233194,0.16011171934872956,0.27774496860283016,0.16966364038665,0.5192750863729555,0.9285952157350272,0.6349216396368469,0.9848167685292667,124.7515238805113,123.05349361712288,88.24961933477238
65,Bee,Anthidium manicatum,0.024412833333333335,2.0,202.0,59.47796070372823,51.0,41.534679624213396,0.0,177.0,39.97081965086669,31.0,31.200407500482843,0.0,225.0,52.61189128668665,43.0,38.928519449719865,0.5849350110619469,0.5496681415929203,0.8591043618774943,0.8556489223639309,0.70625,0.5063502488938053,0.6894283294460466,0.6720176541295432,8.183404688803744,0.6156312513596117,0.3474832910088697,0.3932329958844386,0.18665716714352776,0.2538736858506997,0.1700652308402864,0.5181378335568675,0.9093476702229457,0.5154414757427341,0.9827355123192432,118.24059664581483,121.68256561048791,83.72746745848612
66,Bee,Anthidium manicatum,0.024656666666666667,0.0,255.0,91.458574422063,93.0,66.04733021452554,0.0,255.0,72.93371468162769,66.0,58.18548081236828,0.0,255.0,70.81574793835338,57.0,59.96181938625653,0.7416454513228707,0.6474573813283491,0.85501442825921,0.8170811039406864,1.423264907135875,0.3972908811618489,0.6890992378319246,0.6175301507196831,9.181037671866727,0.4516000386911674,0.3867619375331591,0.35832277986010097,0.18141648063751184,0.36831069564502833,0.25677259937533997,1.7773914745550146,0.891154443757352,0.6204750520464286,0.9786489779588069,108.50990309395324,110.21142268705378,80.90569137192715
67,Bee,Anthidium manicatum,0.017510333333333333,0.0,255.0,110.3369581770764,99.0,59.101566933689526,0.0,255.0,89.918288724753,85.0,54.39349088897646,0.0,255.0,88.14069073499458,74.0,55.423794121287095,0.7385272428245531,0.6683046845986524,0.8494255732781025,0.8317799621484401,1.7766990291262137,0.34836728738925143,0.8040592216046522,0.5794030706785493,8.444364551267435,0.4310322416087384,0.39756157322754476,0.31400846536223503,0.15061597908114788,0.4412410076440392,0.22821925262668336,1.931121195865229,0.8749826432799763,0.6522379957341434,0.9785915519486622,110.94014741970145,118.68114978478145,77.04391772228988
68,Bee,Anthidium manicatum,0.0161465,5.0,255.0,109.288994518936,104.0,59.929544670250685,4.0,255.0,92.61802867494504,88.0,54.372685609036715,4.0,255.0,84.73284199878199,74.0,52.80521009052645,0.5917131696428571,0.6632719494047619,0.789201929903906,0.8122866637974635,1.0714285714285714,0.4505161830357143,0.5852714054420309,0.730236379533874,7.000205053523356,0.3537389326947305,0.3766176613165736,0.2993807707575632,0.14343122550955656,0.43590418733374503,0.23142156382137805,1.2435340705204616,0.8825664398157607,0.5513492887713404,0.9884234857092447,97.01973693237865,99.0414369788456,69.18671686553604
69,Bee,Xylocopa,0.017729,0.0,231.0,63.18105928140335,52.0,46.091904743005465,1.0,254.0,61.18366565138098,56.0,41.13506462764477,0.0,253.0,54.6297050971102,48.0,44.50044932675242,0.7546772890169349,0.7618579158175813,0.8729060487943333,0.8769490957556986,0.8045112781954887,0.4671755322886656,0.749427260063306,0.7133880129567906,6.82619259933504,0.32097664552654326,0.2627532624897578,0.4566742815486842,0.23778333868714657,0.3002717658782166,0.18513976263084114,0.748058267111782,0.9075987079451197,0.5649125380694241,0.9850264820811757,100.92266895625885,108.32027600665532,80.14726693719622
70,Bee,Xylocopa,0.015266166666666667,0.0,255.0,50.69676408616003,40.0,37.90648689403451,0.0,255.0,48.74249702501174,41.0,34.63406100769247,0.0,255.0,44.751937836392024,39.0,37.42871077779799,0.4575648334451151,0.8384403644086742,0.8451011579644899,0.8858867392810019,0.5634920634920635,0.6399298569192935,0.8845223427100165,0.7682958539183533,6.636847675699452,0.34462606504977794,0.2774744688472093,0.45904277683203437,0.25162503711042755,0.24219705371804498,0.15284331841811064,0.9796176145087205,0.8506494137915939,0.40504281280446375,0.9743193249521177,78.8564520734283,83.64668887684202,63.714797044142045
71,Hover fly,Eristalis,0.006874666666666667,6.0,255.0,99.3469380333592,93.0,50.06838858282809,4.0,255.0,73.53604417183864,66.0,45.854765121749544,0.0,255.0,54.45237344840962,44.0,42.752714753959005,0.7855334538878842,0.685262206148282,0.8726156422484606,0.8540116521292062,1.1285714285714286,0.4661844484629295,0.8728631307473066,0.7025839309134886,6.579971115055454,0.15284705422362063,0.24579936304398878,0.502995546355524,0.1681760491908873,0.39206994230974,0.1979347994701775,1.1504480966552966,0.9075904240056261,0.5366404909587036,0.9842182842550014,99.16346992625301,107.0781187906461,65.13147102782597
72,Hover fly,Eristalis,0.0073725,7.0,255.0,128.65428958969142,137.0,60.84966283962798,0.0,255.0,115.84246072114841,123.0,63.49209757224472,0.0,255.0,74.54951395953431,70.0,48.47666084176109,0.8121144242068155,0.6234944183313749,0.8543161447892905,0.7919044324055513,0.3108108108108108,0.40609393360752055,0.9374555737007474,0.6867189319257937,7.53490831075403,0.18563151176803783,0.23233008548195175,0.48503423391888684,0.14805373616084022,0.5275781975500723,0.246812331356466,2.502331016268825,0.8879187663360064,0.5938442672282481,0.9822143350952709,115.49248295559009,128.2158433467405,72.73245414317053
73,Hover fly,Eristalis,0.018310166666666666,5.0,255.0,135.72786293589172,142.0,56.910978935520035,0.0,255.0,118.43773723159265,125.0,61.90240456676122,0.0,255.0,91.79930321042045,87.0,60.62799041055141,0.709285857104772,0.554227206078379,0.7994613609573394,0.7609418670271806,0.9758064516129032,0.45763213143161824,0.5977363480585975,0.7122638451264895,7.244829187520328,0.20679095687642987,0.272586001856255,0.3989750297208305,0.20213865162816494,0.5413945715004218,0.22623609311085563,2.3756311348037538,0.8507000963129491,0.544794816415322,0.9847657302115159,119.77847407336228,131.65577157856546,74.86617429571696
74,Hover fly,Eristalis,0.016965333333333332,6.0,255.0,128.27047312165985,130.0,47.53983549567309,3.0,255.0,108.82133419129205,108.0,53.5685419782639,1.0,255.0,76.27090537566802,69.0,45.67872666315214,0.5707325268817205,0.5043682795698925,0.7784857747235693,0.7615181833510983,1.1481481481481481,0.47505973715651134,0.7083250942309898,0.7382437411157204,6.5766731424521385,0.17924427860968134,0.2421991695588463,0.45672567166179884,0.16503766408323947,0.5164074298377005,0.192282819550808,1.2763288269738857,0.9063265101083738,0.5276417170356724,0.989918458058413,122.82097414163759,136.33387912057358,76.04074012818809
75,Bee,Macropis fulvipes ?,0.00476125,12.0,255.0,105.55241095650652,90.0,59.65914731623208,6.0,255.0,81.65602520346548,67.0,54.50232152649816,4.0,255.0,78.59520434059684,65.0,53.317107045174225,0.486727078891258,0.46101634683724235,0.7901082821188177,0.7732019872625667,1.276190476190476,0.5075959488272921,0.8947125942188913,0.75111414936832,7.853466560595874,0.39069125977651725,0.41971096561505844,0.34058022088935197,0.15279599468800678,0.4170238358754721,0.2331600415829463,2.632048092902013,0.8282957787927587,0.49138424040918416,0.9740807951597572,113.0068907251317,124.47503279154542,84.09271163158924
76,Hover fly,Eristalis,0.013378,5.0,255.0,110.83674066875966,111.0,61.55034750446288,0.0,255.0,90.53427268650023,96.0,58.39660018518896,0.0,255.0,64.45238762645138,60.0,49.21066636184669,0.6993729552889858,0.5988276990185387,0.7709512450018176,0.7803564434679724,0.5343511450381679,0.5470828789531079,0.8697180892719815,0.7890937778793621,5.834586107928857,0.1273029490523654,0.17655900411887243,0.48311341576988176,0.17403882770251383,0.4431945140641596,0.24257400639951174,2.5461743523699196,0.8263934367820276,0.46021833547757324,0.9784960642431073,124.87901774945217,136.56202704784607,96.27749161617452
77,Bee,Macropis fulvipes ?,0.007123375,0.0,255.0,84.87409994092219,74.0,56.43762157815196,0.0,255.0,68.95090693199033,57.0,53.609750748087066,0.0,255.0,67.02534496171641,52.0,53.41189693672805,0.7341516095534787,0.5226043613707165,0.8740487664501592,0.8308185884253321,1.1682242990654206,0.35505919003115266,0.689315456975115,0.5800085494442861,8.035741750086054,0.3982267746138801,0.39673100242465137,0.32588374685265864,0.1780557116036264,0.34149400660235435,0.21953963266231813,2.9752784446424014,0.8540778191398295,0.6463766941210634,0.9544595784024841,106.70047058968682,119.6721279024303,82.13492470258662
78,Wasp,Vespula germanica,0.019386833333333332,0.0,255.0,84.15971965509237,72.0,60.52967945746286,0.0,255.0,73.16526035711523,55.0,57.56918679322101,0.0,255.0,44.34354286844164,30.0,40.80245751288176,0.6519704155374887,0.6115684281842819,0.8771981681486205,0.8690353037857721,1.2148148148148148,0.3283677732610659,0.5744038016515647,0.5221362875315896,9.924804132103333,0.15763923694991064,0.1751099681267522,0.4550271033841079,0.2477110824230646,0.33629507493715416,0.24071140689207454,1.238910148201246,0.9227964768309515,0.6809254541447599,0.9811717292092584,129.49598614234392,124.76378992633691,98.88886821493831
79,Wasp,Vespula germanica,0.012790333333333334,4.0,255.0,85.31088256756405,86.0,60.5366532610283,3.0,255.0,65.12764848453259,59.0,48.831190830007344,0.0,255.0,44.00659677881734,26.0,44.88555815086832,0.6720743990753191,0.48395961597433534,0.8477932137951619,0.8302970847480832,1.7419871794871795,0.4525629231241007,0.8771811653159902,0.6445765929210973,9.446414002702758,0.15935961036898366,0.2155146431358154,0.48964080682891803,0.24272564610388583,0.3356341926935221,0.23773572000033807,1.2435222354909519,0.9240030304878881,0.5804469494325295,0.9815166111051823,126.2883366299425,123.33531284640986,98.02511544322398
80,Wasp,Vespula germanica,0.012707,2.0,255.0,76.44166601086016,70.0,57.97910473494601,0.0,255.0,59.14390034364261,46.0,49.179809693403975,0.0,255.0,43.44672227905879,21.0,48.387070967219934,0.5270260278024252,0.6404047126096816,0.8392303056488296,0.8433361871318577,1.9565972222222223,0.46979443951493643,0.886160869867615,0.6802948104789778,8.567708824992955,0.2127179835574363,0.2733627606475835,0.4501751579897913,0.27403290088780174,0.30208077118730814,0.2288272314950915,1.2524927057853006,0.9020673985290681,0.5721040505230967,0.980032371260833,121.23870007856499,118.18489230147485,92.43762523722272
81,Wasp,Vespula germanica,0.015636166666666666,3.0,255.0,88.10537535841053,87.0,60.122090773197186,2.0,255.0,68.73258577869683,58.0,52.76987053922901,0.0,255.0,48.52188835712078,25.0,49.506782787433316,0.768956606967834,0.7073569158573167,0.8648050148080723,0.8293870204168209,1.9135802469135803,0.46687076861808047,0.9250312105847239,0.635985732110888,9.309553273964946,0.16872166584037765,0.227334321917712,0.480494142430919,0.2514161264072089,0.34754923383382796,0.2368521824791847,1.1452012767645066,0.9194405277253211,0.5701491990012273,0.9850384899741541,126.51548246134601,125.02398444138964,90.64986739320472
82,Dragonfly,Aeshnidae,0.04024433333333333,0.0,255.0,112.94512270878715,116.0,56.72250368121207,0.0,255.0,96.30271860220486,95.0,53.95626768510382,0.0,244.0,75.13793349788376,65.0,50.72497741069791,0.6805530224075039,0.70877410109432,0.8687883995442888,0.8781234566955147,1.881188118811881,0.19660793381969777,0.9012379921011016,0.3314127445113616,12.988332435385395,0.10614684344954198,0.10852059442469504,0.37720721127551937,0.18360451549617726,0.4436685885870669,0.22173287942609488,0.7266716788959791,0.9495599230386262,0.8028544837505898,0.9882694828575533,173.19617388731228,155.5884880162208,135.9640135840129
83,Butterfly,Papilio machaon,0.18745783333333332,1.0,255.0,93.76561017722207,66.0,78.56337674283168,0.0,242.0,83.50683042497558,54.0,72.63001375529711,0.0,234.0,61.49862724683862,40.0,53.18249318595637,0.817489085132429,0.6237572618365281,0.8297088410716381,0.7850671882183763,1.6920415224913494,0.49742563030264436,0.8748605139282498,0.7691846603756004,5.747759417792933,0.18280621670298697,0.24023072600141257,0.3339150521146857,0.16014618783144563,0.36983148297385293,0.30701899824623285,0.5056269574436512,0.9202101479816346,0.5475976936719598,0.9961573860275482,132.50733649104978,128.1353006705498,94.65342911434546
84,Bumblebee,Bombus hortorum,0.015821865720477002,3.0,255.0,100.18287096586808,95.0,69.51829678158431,1.0,243.0,84.79046579753201,69.0,65.67095152522523,0.0,255.0,82.13378505099458,66.0,66.8795716506481,0.6527166317260658,0.6197239692522711,0.8350414776905405,0.737706657668891,0.8833333333333333,0.5263059049615654,0.7906738468949996,0.855377385946606,5.280820197270487,0.4093268302600691,0.410229658912711,0.28970144254928687,0.20028665320998562,0.39689676589290024,0.27456142060884353,1.5655073354800009,0.8729888817574478,0.5043555619743897,0.9877068158977445,139.19086495789801,135.5319915514555,101.54488382650973
85,Bumblebee,Bombus hortorum x2,0.05283633333333333,3.0,233.0,77.69482963112505,75.0,52.78450683426036,0.0,174.0,22.564260546719744,13.0,25.333131700985582,0.0,159.0,22.728004403535447,13.0,25.433454675808125,0.7812794376758436,0.7475221496505816,0.9230970930986413,0.9034954406113551,1.3345375722543353,0.495735937984108,0.4680595154266185,0.7290639713903042,7.855074565868566,0.5107948568664326,0.4778339647056965,0.6716615355210355,0.24791858501703318,0.3047685979109988,0.20692659339249125,0.20685119904903054,0.9487638351232469,0.574468192088432,0.9891406125649005,207.9643255072777,88.40227291763374,101.0958875991513
86,Bumblebee,Bombus hortorum,0.0253965,2.0,255.0,91.7910063066433,86.0,66.1697133547659,1.0,255.0,73.79333930528485,61.0,58.682788125008365,0.0,255.0,61.993593277288866,45.0,55.98986349348634,0.5821787609716269,0.5334698407838334,0.7775175101594697,0.8178298463105049,1.0289855072463767,0.4860016074709124,0.8484695379047518,0.8041447660059527,6.657525929455836,0.34027956471944465,0.3992036894739699,0.36012949151759505,0.20447526986689354,0.3621917242211725,0.2599202244165692,0.7503679702171687,0.9178067634402236,0.5400888403382273,0.9920872131205691,117.91670587064381,108.5450998363266,84.11534122166947
87,Bumblebee,Bombus hortorum,0.025438333333333334,0.0,255.0,67.63854419183647,44.0,64.1182928110494,0.0,255.0,52.78124877153902,27.0,59.019161564607046,0.0,255.0,37.983199567581735,18.0,54.79133154892019,0.8188945201140323,0.7945933639531201,0.8071943462344288,0.8383552649625999,1.8780487804878048,0.7554145549572379,0.8696207184356508,0.8813780518790567,5.080599138138777,0.22587709629860528,0.32888958477182917,0.44383368680557017,0.26421820668739565,0.2668662329637352,0.25342892374896714,1.162375077084909,0.8655317474945518,0.3649161540510232,0.9880706689452998,132.08356799723637,115.19021555844765,99.28992205042609
88,Bumblebee,Bombus hortorum x2,0.0432945,5.0,249.0,90.54765905600019,88.0,57.642022887686,0.0,210.0,39.047006548175865,31.0,34.50300607559014,0.0,176.0,39.152223916047845,25.0,36.04040996927398,0.7319318753142283,0.5594789197730374,0.8742978788213794,0.8134059793265387,1.1895424836601307,0.5830437944408533,0.5226180559348041,0.8281141909877744,5.918221333129348,0.47220296332377276,0.4734798065968603,0.6103034990768245,0.1846233299047811,0.3551402286075825,0.22604103888836372,0.3654824344385465,0.928721387974919,0.4791416376599106,0.9913579926926109,205.76023399224388,81.03433379794862,93.72583856787695
89,Bumblebee,Bombus hortorum,0.019838166666666667,0.0,200.0,81.51481991783515,91.0,54.264555185731396,0.0,184.0,70.09327348797352,69.0,51.06573495847852,0.0,194.0,65.46721177192113,51.0,50.65226254301217,0.43047532449008696,0.8001355013550135,0.7748160337210528,0.830969628259234,0.926829268292683,0.5305457495364427,0.5723881579151424,0.805469088349935,5.9277193715034855,0.3374042675577953,0.39059652930239025,0.25448490675211327,0.24453371472093174,0.32057182802213796,0.21279207691140387,0.5019880303366432,0.9390389559585465,0.5058418535543214,0.9937026896394274,113.7602817204846,110.49877014356983,113.13030769068577
90,Bumblebee,Bombus pascuorum,0.0197255,2.0,255.0,81.16877687933555,74.0,49.594023498579936,0.0,255.0,59.108964284809005,50.0,42.39971899401801,0.0,255.0,57.07753077657516,45.0,44.608490558094495,0.7872440622440622,0.8048832923832924,0.8534142096642097,0.8736566178477942,1.009090909090909,0.6058200245700246,0.6326536632853463,0.7625149793188759,7.846482661655442,0.37173575212883814,0.3958795271199086,0.40182979258048895,0.22765579366692934,0.3248279946182929,0.1945204006748221,1.0708134687571986,0.8625026648306657,0.41709172757759266,0.982714956773153,124.7437744903766,110.2570119390028,97.67485076884077
